#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
PMID:33081391	(2020) Facts and Challenges in Immunotherapy for T-Cell Acute Lymphoblastic Leukemia.	23	96	0.56	0.0169	9606.ENSP00000085219,9606.ENSP00000263932,9606.ENSP00000264972,9606.ENSP00000265165,9606.ENSP00000288135,9606.ENSP00000300692,9606.ENSP00000306157,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000329097,9606.ENSP00000339992,9606.ENSP00000340347,9606.ENSP00000342681,9606.ENSP00000345243,9606.ENSP00000349723,9606.ENSP00000354782,9606.ENSP00000368632,9606.ENSP00000381185,9606.ENSP00000386559,9606.ENSP00000398568,9606.ENSP00000431445,9606.ENSP00000436786,9606.ENSP00000451828	CD22,TNFRSF8,ZAP70,LEF1,KIT,CD3D,IL7R,ICOS,CD28,PHF6,MYB,TCF7,CD5,SIGLEC10,BCL11B,CD247,GATA3,BCL2,CD8A,PRF1,CD3G,KMT2A,AKT1
PMID:35634306	(2022) CD20(+)CD22(+)ADAM28(+) B Cells in Tertiary Lymphoid Structures Promote Immunotherapy Response.	27	128	0.5	0.0171	9606.ENSP00000085219,9606.ENSP00000246657,9606.ENSP00000262102,9606.ENSP00000265769,9606.ENSP00000266557,9606.ENSP00000271450,9606.ENSP00000286301,9606.ENSP00000292303,9606.ENSP00000296140,9606.ENSP00000300692,9606.ENSP00000306157,9606.ENSP00000319476,9606.ENSP00000323280,9606.ENSP00000324890,9606.ENSP00000340874,9606.ENSP00000342681,9606.ENSP00000354566,9606.ENSP00000358490,9606.ENSP00000359663,9606.ENSP00000360181,9606.ENSP00000386559,9606.ENSP00000417214,9606.ENSP00000419085,9606.ENSP00000420298,9606.ENSP00000431445,9606.ENSP00000433277,9606.ENSP00000441600	CD22,CCR7,MTUS1,ADAM28,CD27,FCGR2A,CSF1R,CCR5,CCR1,CD3D,IL7R,ICOS,CD6,CD28,MEF2C,CD5,CD3E,CD2,CD40LG,SH2D1A,CD8A,PARP15,TIGIT,CD200,CD3G,MS4A1,CCR3
PMID:29967623	(2018) Transcriptome Analysis of Bronchoalveolar Lavage Fluid From Children With Mycoplasma pneumoniae Pneumonia Reveals Natural Killer and T Cell-Proliferation Responses.	18	60	0.66	0.0171	9606.ENSP00000177694,9606.ENSP00000216223,9606.ENSP00000264972,9606.ENSP00000300692,9606.ENSP00000324890,9606.ENSP00000334958,9606.ENSP00000354566,9606.ENSP00000354782,9606.ENSP00000358490,9606.ENSP00000359663,9606.ENSP00000379256,9606.ENSP00000379330,9606.ENSP00000380150,9606.ENSP00000386559,9606.ENSP00000398568,9606.ENSP00000398655,9606.ENSP00000431445,9606.ENSP00000477713	TBX21,IL2RB,ZAP70,CD3D,CD28,CARMIL2,CD3E,CD247,CD2,CD40LG,NCALD,NFATC2,CARD11,CD8A,PRF1,ITK,CD3G,LCK
PMID:27485135	(2016) Molecular Programming of Tumor-Infiltrating CD8+ T Cells and IL15 Resistance.	18	60	0.66	0.0171	9606.ENSP00000177694,9606.ENSP00000216223,9606.ENSP00000241356,9606.ENSP00000261023,9606.ENSP00000266551,9606.ENSP00000306157,9606.ENSP00000311035,9606.ENSP00000324890,9606.ENSP00000339992,9606.ENSP00000340347,9606.ENSP00000356429,9606.ENSP00000357012,9606.ENSP00000358092,9606.ENSP00000368144,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000412869,9606.ENSP00000419085	TBX21,IL2RB,ADORA3,ITGAV,KLRG1,IL7R,CD200R1,CD28,MYB,TCF7,RGS1,CD244,PRDM1,PRR5L,CD8A,EOMES,IKZF2,TIGIT
PMID:30045946	(2018) Tle corepressors are differentially partitioned to instruct CD8(+) T cell lineage choice and identity.	16	47	0.71	0.0172	9606.ENSP00000265165,9606.ENSP00000266269,9606.ENSP00000288135,9606.ENSP00000318803,9606.ENSP00000327025,9606.ENSP00000331172,9606.ENSP00000339992,9606.ENSP00000340347,9606.ENSP00000349723,9606.ENSP00000350844,9606.ENSP00000359663,9606.ENSP00000366863,9606.ENSP00000368632,9606.ENSP00000382800,9606.ENSP00000386559,9606.ENSP00000408617	LEF1,PATZ1,KIT,SYTL2,RORC,CD8B,MYB,TCF7,BCL11B,PAX5,CD40LG,TBC1D4,GATA3,RUNX3,CD8A,HDAC9
PMID:29431078	(2017) SLE-Associated Defects Promote Altered T Cell Function.	20	74	0.61	0.0172	9606.ENSP00000263285,9606.ENSP00000264972,9606.ENSP00000282356,9606.ENSP00000311032,9606.ENSP00000312367,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000331172,9606.ENSP00000332973,9606.ENSP00000354782,9606.ENSP00000356906,9606.ENSP00000357012,9606.ENSP00000357036,9606.ENSP00000358490,9606.ENSP00000360181,9606.ENSP00000363779,9606.ENSP00000379078,9606.ENSP00000386559,9606.ENSP00000451828,9606.ENSP00000477713	LY9,ZAP70,CAMK4,CASP3,CD84,ICOS,CD28,CD8B,SMAD3,CD247,SH2D1B,CD244,SLAMF6,CD2,SH2D1A,ELP1,EHMT2,CD8A,AKT1,LCK
PMID:36747870	(2023) scMINER: a mutual information-based framework for identifying hidden drivers from single-cell omics data.	19	67	0.63	0.0173	9606.ENSP00000177694,9606.ENSP00000216223,9606.ENSP00000229402,9606.ENSP00000246657,9606.ENSP00000257749,9606.ENSP00000261523,9606.ENSP00000265165,9606.ENSP00000266551,9606.ENSP00000292303,9606.ENSP00000296140,9606.ENSP00000306157,9606.ENSP00000331172,9606.ENSP00000340347,9606.ENSP00000357012,9606.ENSP00000358092,9606.ENSP00000368632,9606.ENSP00000386559,9606.ENSP00000419085,9606.ENSP00000433277	TBX21,IL2RB,KLRB1,CCR7,BACH2,RORA,LEF1,KLRG1,CCR5,CCR1,IL7R,CD8B,TCF7,CD244,PRDM1,GATA3,CD8A,TIGIT,MS4A1
PMID:36747874	(2023) scMINER: a mutual information-based framework for identifying hidden drivers from single-cell omics data.	19	67	0.63	0.0173	9606.ENSP00000177694,9606.ENSP00000216223,9606.ENSP00000229402,9606.ENSP00000246657,9606.ENSP00000257749,9606.ENSP00000261523,9606.ENSP00000265165,9606.ENSP00000266551,9606.ENSP00000292303,9606.ENSP00000296140,9606.ENSP00000306157,9606.ENSP00000331172,9606.ENSP00000340347,9606.ENSP00000357012,9606.ENSP00000358092,9606.ENSP00000368632,9606.ENSP00000386559,9606.ENSP00000419085,9606.ENSP00000433277	TBX21,IL2RB,KLRB1,CCR7,BACH2,RORA,LEF1,KLRG1,CCR5,CCR1,IL7R,CD8B,TCF7,CD244,PRDM1,GATA3,CD8A,TIGIT,MS4A1
PMID:35079117	(2022) T cell subtype profiling measures exhaustion and predicts anti-PD-1 response.	14	35	0.78	0.0173	9606.ENSP00000177694,9606.ENSP00000246657,9606.ENSP00000263285,9606.ENSP00000265165,9606.ENSP00000292303,9606.ENSP00000308117,9606.ENSP00000317027,9606.ENSP00000324890,9606.ENSP00000340347,9606.ENSP00000358490,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000419085,9606.ENSP00000451575	TBX21,CCR7,LY9,LEF1,CCR5,CD248,GCNT4,CD28,TCF7,CD2,CD8A,EOMES,TIGIT,ASB2
PMID:31586011	(2019) A circadian clock is essential for homeostasis of group 3 innate lymphoid cells in the gut.	14	35	0.78	0.0173	9606.ENSP00000008527,9606.ENSP00000177694,9606.ENSP00000263341,9606.ENSP00000266551,9606.ENSP00000266557,9606.ENSP00000288135,9606.ENSP00000306157,9606.ENSP00000310006,9606.ENSP00000312326,9606.ENSP00000327025,9606.ENSP00000332812,9606.ENSP00000342681,9606.ENSP00000368632,9606.ENSP00000482093	CRY1,TBX21,IL1B,KLRG1,CD27,KIT,IL7R,NR1D2,AOC3,RORC,PTGDR2,CD5,GATA3,PER3
PMID:27536542	(2016) The dynamics of mucosal-associated invariant T cells in multiple sclerosis.	14	35	0.78	0.0173	9606.ENSP00000229402,9606.ENSP00000240618,9606.ENSP00000246657,9606.ENSP00000266557,9606.ENSP00000292303,9606.ENSP00000306157,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000353731,9606.ENSP00000357012,9606.ENSP00000380227,9606.ENSP00000386559,9606.ENSP00000398568,9606.ENSP00000478255	KLRB1,KLRK1,CCR7,CD27,CCR5,IL7R,ICOS,CD28,DPP4,CD244,ITGA4,CD8A,PRF1,ABCB1
PMID:37188395	(2023) Dual receptor T cells mediate effective antitumor immune responses via increased recognition of tumor antigens.	15	41	0.74	0.0175	9606.ENSP00000177694,9606.ENSP00000246657,9606.ENSP00000265165,9606.ENSP00000266551,9606.ENSP00000300692,9606.ENSP00000306157,9606.ENSP00000324890,9606.ENSP00000339992,9606.ENSP00000340347,9606.ENSP00000354566,9606.ENSP00000358092,9606.ENSP00000381185,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000419085	TBX21,CCR7,LEF1,KLRG1,CD3D,IL7R,CD28,MYB,TCF7,CD3E,PRDM1,BCL2,CD8A,EOMES,TIGIT
PMID:32991667	(2021) TGF-beta and Eomes control the homeostasis of CD8+ regulatory T cells.	15	41	0.74	0.0175	9606.ENSP00000177694,9606.ENSP00000216223,9606.ENSP00000266551,9606.ENSP00000312326,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000328472,9606.ENSP00000344544,9606.ENSP00000351905,9606.ENSP00000380227,9606.ENSP00000381185,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000412869,9606.ENSP00000477713	TBX21,IL2RB,KLRG1,AOC3,ICOS,CD28,S1PR5,IKZF3,TGFBR2,ITGA4,BCL2,CD8A,EOMES,IKZF2,LCK
PMID:34226281	(2021) Expression of KLRG1 and CD127 defines distinct CD8(+) subsets that differentially impact patient outcome in follicular lymphoma.	15	41	0.74	0.0175	9606.ENSP00000177694,9606.ENSP00000229402,9606.ENSP00000246657,9606.ENSP00000266551,9606.ENSP00000266557,9606.ENSP00000292303,9606.ENSP00000306157,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000342681,9606.ENSP00000353731,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000398568,9606.ENSP00000419085	TBX21,KLRB1,CCR7,KLRG1,CD27,CCR5,IL7R,ICOS,CD28,CD5,DPP4,CD8A,EOMES,PRF1,TIGIT
PMID:33776915	(2021) Type 1 Diabetes and Autoimmune Thyroid Disease-The Genetic Link.	23	97	0.56	0.0186	9606.ENSP00000155926,9606.ENSP00000240618,9606.ENSP00000246657,9606.ENSP00000257749,9606.ENSP00000263341,9606.ENSP00000264972,9606.ENSP00000292303,9606.ENSP00000306157,9606.ENSP00000310244,9606.ENSP00000317327,9606.ENSP00000320509,9606.ENSP00000324890,9606.ENSP00000344544,9606.ENSP00000345492,9606.ENSP00000354782,9606.ENSP00000357036,9606.ENSP00000357169,9606.ENSP00000359663,9606.ENSP00000365596,9606.ENSP00000367013,9606.ENSP00000386559,9606.ENSP00000386834,9606.ENSP00000494310	TRIB2,KLRK1,CCR7,BACH2,IL1B,ZAP70,CCR5,IL7R,RASGRP1,UBASH3A,BANK1,CD28,IKZF3,SH2B3,CD247,SLAMF6,FCRL3,CD40LG,GPR183,TNFRSF25,CD8A,AFF3,GPR174
PMID:34447380	(2021) IgG Immune Complexes Inhibit Naive T Cell Proliferation and Suppress Effector Function in Cytotoxic T Cells.	23	97	0.56	0.0186	9606.ENSP00000177694,9606.ENSP00000246006,9606.ENSP00000246657,9606.ENSP00000261693,9606.ENSP00000264072,9606.ENSP00000264972,9606.ENSP00000265165,9606.ENSP00000266551,9606.ENSP00000271450,9606.ENSP00000292303,9606.ENSP00000306157,9606.ENSP00000324890,9606.ENSP00000340347,9606.ENSP00000357012,9606.ENSP00000358490,9606.ENSP00000380150,9606.ENSP00000380227,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000398568,9606.ENSP00000419085,9606.ENSP00000451828,9606.ENSP00000477713	TBX21,CD93,CCR7,SCARB1,FCER2,ZAP70,LEF1,KLRG1,FCGR2A,CCR5,IL7R,CD28,TCF7,CD244,CD2,CARD11,ITGA4,CD8A,EOMES,PRF1,TIGIT,AKT1,LCK
PMID:36574293	(2023) The role of Th17 cells in chronic lymphocytic leukemia: friend or foe?	21	82	0.59	0.0187	9606.ENSP00000177694,9606.ENSP00000229402,9606.ENSP00000263341,9606.ENSP00000264972,9606.ENSP00000266551,9606.ENSP00000266557,9606.ENSP00000288135,9606.ENSP00000306157,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000327025,9606.ENSP00000340347,9606.ENSP00000342681,9606.ENSP00000363330,9606.ENSP00000368632,9606.ENSP00000381185,9606.ENSP00000386559,9606.ENSP00000398655,9606.ENSP00000419085,9606.ENSP00000451506,9606.ENSP00000451828	TBX21,KLRB1,IL1B,ZAP70,KLRG1,CD27,KIT,IL7R,ICOS,CD28,RORC,TCF7,CD5,CD52,GATA3,BCL2,CD8A,ITK,TIGIT,TCL1A,AKT1
PMID:35849783	(2022) Single-Cell Sequencing Reveals Trajectory of Tumor-Infiltrating Lymphocyte States in Pancreatic Cancer.	17	54	0.68	0.0187	9606.ENSP00000177694,9606.ENSP00000231009,9606.ENSP00000246657,9606.ENSP00000265165,9606.ENSP00000266557,9606.ENSP00000300692,9606.ENSP00000306157,9606.ENSP00000340347,9606.ENSP00000354566,9606.ENSP00000355124,9606.ENSP00000359663,9606.ENSP00000368632,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000412869,9606.ENSP00000419085,9606.ENSP00000431445	TBX21,GZMK,CCR7,LEF1,CD27,CD3D,IL7R,TCF7,CD3E,KRT19,CD40LG,GATA3,CD8A,EOMES,IKZF2,TIGIT,CD3G
PMID:32733432	(2020) NK Cell Development in Times of Innate Lymphoid Cell Diversity.	24	105	0.54	0.0187	9606.ENSP00000177694,9606.ENSP00000240618,9606.ENSP00000261023,9606.ENSP00000263341,9606.ENSP00000266551,9606.ENSP00000266557,9606.ENSP00000306157,9606.ENSP00000324890,9606.ENSP00000326119,9606.ENSP00000327025,9606.ENSP00000339992,9606.ENSP00000340347,9606.ENSP00000344544,9606.ENSP00000349723,9606.ENSP00000354782,9606.ENSP00000357012,9606.ENSP00000358092,9606.ENSP00000368632,9606.ENSP00000376436,9606.ENSP00000382800,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000398568,9606.ENSP00000419085	TBX21,KLRK1,ITGAV,IL1B,KLRG1,CD27,IL7R,CD28,PMAIP1,RORC,MYB,TCF7,IKZF3,BCL11B,CD247,CD244,PRDM1,GATA3,ETS1,RUNX3,CD8A,EOMES,PRF1,TIGIT
PMID:30100906	(2018) Targeting Resident Memory T Cells for Cancer Immunotherapy.	17	54	0.68	0.0187	9606.ENSP00000177694,9606.ENSP00000246657,9606.ENSP00000263636,9606.ENSP00000266557,9606.ENSP00000279488,9606.ENSP00000305529,9606.ENSP00000306157,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000348074,9606.ENSP00000356429,9606.ENSP00000358482,9606.ENSP00000381185,9606.ENSP00000382800,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000398568	TBX21,CCR7,LY75,CD27,DUSP6,SIRPG,IL7R,ICOS,CD28,CLEC9A,RGS1,CD101,BCL2,RUNX3,CD8A,EOMES,PRF1
PMID:26948928	(2017) Transcriptional and post-transcriptional regulation of NK cell development and function.	21	82	0.59	0.0187	9606.ENSP00000177694,9606.ENSP00000216223,9606.ENSP00000240618,9606.ENSP00000266557,9606.ENSP00000267082,9606.ENSP00000288135,9606.ENSP00000306157,9606.ENSP00000326119,9606.ENSP00000328472,9606.ENSP00000339992,9606.ENSP00000344724,9606.ENSP00000345728,9606.ENSP00000358092,9606.ENSP00000365858,9606.ENSP00000368632,9606.ENSP00000376436,9606.ENSP00000382800,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000398568,9606.ENSP00000451828	TBX21,IL2RB,KLRK1,CD27,ITGB7,KIT,IL7R,PMAIP1,S1PR5,MYB,TOX2,ATP7A,PRDM1,GATA1,GATA3,ETS1,RUNX3,CD8A,EOMES,PRF1,AKT1
PMID:36798286	(2023) Long COVID manifests with T cell dysregulation, inflammation, and an uncoordinated adaptive immune response to SARS-CoV-2.	20	75	0.61	0.0194	9606.ENSP00000085219,9606.ENSP00000231009,9606.ENSP00000246657,9606.ENSP00000263932,9606.ENSP00000266551,9606.ENSP00000266557,9606.ENSP00000292303,9606.ENSP00000300692,9606.ENSP00000306157,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000327025,9606.ENSP00000331172,9606.ENSP00000342681,9606.ENSP00000354566,9606.ENSP00000380227,9606.ENSP00000386559,9606.ENSP00000398568,9606.ENSP00000419085,9606.ENSP00000433277	CD22,GZMK,CCR7,TNFRSF8,KLRG1,CD27,CCR5,CD3D,IL7R,ICOS,CD28,RORC,CD8B,CD5,CD3E,ITGA4,CD8A,PRF1,TIGIT,MS4A1
PMID:36935487	(2023) Novel m7G-related lncRNA signature for predicting overall survival in patients with gastric cancer.	20	75	0.61	0.0194	9606.ENSP00000253458,9606.ENSP00000262186,9606.ENSP00000263341,9606.ENSP00000263932,9606.ENSP00000266557,9606.ENSP00000285873,9606.ENSP00000301272,9606.ENSP00000311035,9606.ENSP00000313454,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000332973,9606.ENSP00000357012,9606.ENSP00000359663,9606.ENSP00000364289,9606.ENSP00000367013,9606.ENSP00000386559,9606.ENSP00000419085,9606.ENSP00000420298,9606.ENSP00000469049	GSE1,KCNH2,IL1B,TNFRSF8,CD27,GEMIN5,TMIGD2,CD200R1,UBA6,ICOS,CD28,SMAD3,CD244,CD40LG,NCBP1,TNFRSF25,CD8A,TIGIT,CD200,TNFSF14
PMID:36043142	(2022) CD96 as a Potential Diagnostic Biomarker and  New  Target for Skin Cutaneous Melanoma.	9	11	1.09	0.0194	9606.ENSP00000171757,9606.ENSP00000295756,9606.ENSP00000354782,9606.ENSP00000357036,9606.ENSP00000386559,9606.ENSP00000419085,9606.ENSP00000431445,9606.ENSP00000451828,9606.ENSP00000477713	P2RY10,TRAT1,CD247,SLAMF6,CD8A,TIGIT,CD3G,AKT1,LCK
PMID:32826341	(2020) Heterogeneity and clonal relationships of adaptive immune cells in ulcerative colitis revealed by single-cell analyses.	18	61	0.65	0.0194	9606.ENSP00000177694,9606.ENSP00000216223,9606.ENSP00000229402,9606.ENSP00000246657,9606.ENSP00000257749,9606.ENSP00000261523,9606.ENSP00000265165,9606.ENSP00000266551,9606.ENSP00000266557,9606.ENSP00000306157,9606.ENSP00000319476,9606.ENSP00000327025,9606.ENSP00000340347,9606.ENSP00000358092,9606.ENSP00000358482,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000398568	TBX21,IL2RB,KLRB1,CCR7,BACH2,RORA,LEF1,KLRG1,CD27,IL7R,ICOS,RORC,TCF7,PRDM1,CD101,CD8A,EOMES,PRF1
PMID:20483726	(2010) Invariant NKT cell development requires a full complement of functional CD3 zeta immunoreceptor tyrosine-based activation motifs.	13	30	0.82	0.0194	9606.ENSP00000177694,9606.ENSP00000216223,9606.ENSP00000263125,9606.ENSP00000264972,9606.ENSP00000354782,9606.ENSP00000357036,9606.ENSP00000358490,9606.ENSP00000360181,9606.ENSP00000368632,9606.ENSP00000376436,9606.ENSP00000386559,9606.ENSP00000398655,9606.ENSP00000477713	TBX21,IL2RB,PRKCQ,ZAP70,CD247,SLAMF6,CD2,SH2D1A,GATA3,ETS1,CD8A,ITK,LCK
PMID:36793612	(2023) Pathologic and molecular insights in nodal T-follicular helper cell lymphomas.	16	48	0.7	0.0201	9606.ENSP00000177694,9606.ENSP00000244007,9606.ENSP00000246657,9606.ENSP00000263932,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000334958,9606.ENSP00000342681,9606.ENSP00000358092,9606.ENSP00000358490,9606.ENSP00000359663,9606.ENSP00000368632,9606.ENSP00000386559,9606.ENSP00000398655,9606.ENSP00000420298,9606.ENSP00000451828	TBX21,PLCG1,CCR7,TNFRSF8,ICOS,CD28,CARMIL2,CD5,PRDM1,CD2,CD40LG,GATA3,CD8A,ITK,CD200,AKT1
PMID:31569599	(2019) SLAM-SAP-Fyn: Old Players with New Roles in iNKT Cell Development and Function.	16	48	0.7	0.0201	9606.ENSP00000177694,9606.ENSP00000216223,9606.ENSP00000240618,9606.ENSP00000263285,9606.ENSP00000312367,9606.ENSP00000339992,9606.ENSP00000342681,9606.ENSP00000357012,9606.ENSP00000357036,9606.ENSP00000360181,9606.ENSP00000368632,9606.ENSP00000380150,9606.ENSP00000381185,9606.ENSP00000386559,9606.ENSP00000398568,9606.ENSP00000477713	TBX21,IL2RB,KLRK1,LY9,CD84,MYB,CD5,CD244,SLAMF6,SH2D1A,GATA3,CARD11,BCL2,CD8A,PRF1,LCK
PMID:31653839	(2019) Dormant pathogenic CD4(+) T cells are prevalent in the peripheral repertoire of healthy mice.	16	48	0.7	0.0201	9606.ENSP00000231009,9606.ENSP00000257770,9606.ENSP00000266551,9606.ENSP00000297991,9606.ENSP00000306157,9606.ENSP00000319476,9606.ENSP00000329127,9606.ENSP00000342681,9606.ENSP00000356429,9606.ENSP00000368632,9606.ENSP00000376123,9606.ENSP00000380227,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000398568,9606.ENSP00000419085	GZMK,NT5E,KLRG1,AQP3,IL7R,ICOS,PRKCH,CD5,RGS1,GATA3,SH2D2A,ITGA4,CD8A,EOMES,PRF1,TIGIT
PMID:29352091	(2018) Precursors of human CD4(+) cytotoxic T lymphocytes identified by single-cell transcriptome analysis.	16	48	0.7	0.0201	9606.ENSP00000177694,9606.ENSP00000240618,9606.ENSP00000246657,9606.ENSP00000266551,9606.ENSP00000266557,9606.ENSP00000280258,9606.ENSP00000306157,9606.ENSP00000311300,9606.ENSP00000324890,9606.ENSP00000328472,9606.ENSP00000340347,9606.ENSP00000357012,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000392066,9606.ENSP00000398568	TBX21,KLRK1,CCR7,KLRG1,CD27,PRSS23,IL7R,CTSW,CD28,S1PR5,TCF7,CD244,CD8A,EOMES,DIP2A,PRF1
PMID:34552885	(2021) Differential Expression of Immune Response Genes in Asymptomatic Chronic Chagas Disease Patients Versus Healthy Subjects.	23	98	0.55	0.0205	9606.ENSP00000177694,9606.ENSP00000231009,9606.ENSP00000263341,9606.ENSP00000264072,9606.ENSP00000266551,9606.ENSP00000266557,9606.ENSP00000292303,9606.ENSP00000296140,9606.ENSP00000306157,9606.ENSP00000311032,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000348074,9606.ENSP00000351905,9606.ENSP00000354566,9606.ENSP00000355536,9606.ENSP00000358490,9606.ENSP00000359663,9606.ENSP00000368632,9606.ENSP00000380227,9606.ENSP00000381185,9606.ENSP00000386559,9606.ENSP00000412209	TBX21,GZMK,IL1B,FCER2,KLRG1,CD27,CCR5,CCR1,IL7R,CASP3,ICOS,CD28,CLEC9A,TGFBR2,CD3E,MTR,CD2,CD40LG,GATA3,ITGA4,BCL2,CD8A,IL5RA
PMID:37066336	(2023) The Chromatin Landscape of Pathogenic Transcriptional Cell States in Rheumatoid Arthritis.	26	122	0.51	0.0206	9606.ENSP00000177694,9606.ENSP00000206765,9606.ENSP00000231009,9606.ENSP00000246657,9606.ENSP00000261405,9606.ENSP00000263341,9606.ENSP00000264072,9606.ENSP00000265165,9606.ENSP00000266551,9606.ENSP00000266557,9606.ENSP00000300692,9606.ENSP00000306157,9606.ENSP00000340347,9606.ENSP00000353731,9606.ENSP00000354566,9606.ENSP00000358092,9606.ENSP00000358490,9606.ENSP00000359837,9606.ENSP00000376436,9606.ENSP00000382800,9606.ENSP00000386559,9606.ENSP00000386834,9606.ENSP00000388620,9606.ENSP00000412869,9606.ENSP00000431445,9606.ENSP00000433277	TBX21,TGM1,GZMK,CCR7,VWF,IL1B,FCER2,LEF1,KLRG1,CD27,CD3D,IL7R,TCF7,DPP4,CD3E,PRDM1,CD2,ZZZ3,ETS1,RUNX3,CD8A,AFF3,EOMES,IKZF2,CD3G,MS4A1
PMID:37205457	(2023) Orthogonal CRISPR screens to identify transcriptional and epigenetic regulators of human CD8 T cell function.	21	83	0.58	0.0208	9606.ENSP00000177694,9606.ENSP00000246657,9606.ENSP00000257749,9606.ENSP00000265165,9606.ENSP00000266557,9606.ENSP00000274255,9606.ENSP00000306157,9606.ENSP00000324890,9606.ENSP00000339992,9606.ENSP00000340347,9606.ENSP00000342681,9606.ENSP00000344724,9606.ENSP00000358092,9606.ENSP00000358490,9606.ENSP00000360526,9606.ENSP00000368632,9606.ENSP00000376436,9606.ENSP00000382800,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000419085	TBX21,CCR7,BACH2,LEF1,CD27,SKP2,IL7R,CD28,MYB,TCF7,CD5,TOX2,PRDM1,CD2,ZNF217,GATA3,ETS1,RUNX3,CD8A,EOMES,TIGIT
PMID:35821077	(2022) Lymphocyte subsets in Atlantic cod (Gadus morhua) interrogated by single-cell sequencing.	14	36	0.77	0.0208	9606.ENSP00000085219,9606.ENSP00000231009,9606.ENSP00000246657,9606.ENSP00000261693,9606.ENSP00000300692,9606.ENSP00000323280,9606.ENSP00000331172,9606.ENSP00000342681,9606.ENSP00000350844,9606.ENSP00000360181,9606.ENSP00000368632,9606.ENSP00000378295,9606.ENSP00000386559,9606.ENSP00000491516	CD22,GZMK,CCR7,SCARB1,CD3D,CD6,CD8B,CD5,PAX5,SH2D1A,GATA3,INCENP,CD8A,SCART1
PMID:33098668	(2021) Human CXCR5(+) PD-1(+) CD8 T cells in healthy individuals and patients with hematologic malignancies.	11	20	0.92	0.0208	9606.ENSP00000177694,9606.ENSP00000231009,9606.ENSP00000246657,9606.ENSP00000266551,9606.ENSP00000266557,9606.ENSP00000306157,9606.ENSP00000324890,9606.ENSP00000331172,9606.ENSP00000342681,9606.ENSP00000386559,9606.ENSP00000388620	TBX21,GZMK,CCR7,KLRG1,CD27,IL7R,CD28,CD8B,CD5,CD8A,EOMES
PMID:33414263	(2021) Differences in TCR repertoire and T cell activation underlie the divergent outcomes of antitumor immune responses in tumor-eradicating versus tumor-progressing hosts.	14	36	0.77	0.0208	9606.ENSP00000177694,9606.ENSP00000216223,9606.ENSP00000240618,9606.ENSP00000246657,9606.ENSP00000262102,9606.ENSP00000266551,9606.ENSP00000300692,9606.ENSP00000319476,9606.ENSP00000354566,9606.ENSP00000357012,9606.ENSP00000380227,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000451828	TBX21,IL2RB,KLRK1,CCR7,MTUS1,KLRG1,CD3D,ICOS,CD3E,CD244,ITGA4,CD8A,EOMES,AKT1
PMID:34659549	(2021) CD161, a promising Immune Checkpoint, correlates with Patient Prognosis: A Pan-cancer Analysis.	12	25	0.86	0.0208	9606.ENSP00000229402,9606.ENSP00000233146,9606.ENSP00000266557,9606.ENSP00000283285,9606.ENSP00000301272,9606.ENSP00000311035,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000357012,9606.ENSP00000359663,9606.ENSP00000386559,9606.ENSP00000419085	KLRB1,MSH2,CD27,CD96,TMIGD2,CD200R1,ICOS,CD28,CD244,CD40LG,CD8A,TIGIT
